sequence_no,track_id,vehicle_class,detected_label,vehicle_type_code,vehicle_type_label,golongan_code,golongan_label,source_label,count_line_order,count_line_name,direction,crossed_at_seconds,crossed_at_frame,confidence,video_id,site_id,site_name,analysis_job_id,video_filename,recorded_at
323,3273,motorcycle,kelas 1 motor,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,Kelas 1 Motor,1,Default Line,opposite,492.7,9854,0.8813,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
324,3277,motorcycle,kelas 1 motor,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,Kelas 1 Motor,1,Default Line,opposite,493.4,9868,0.8768,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
325,3293,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,496.55,9931,0.8912,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
326,3312,motorcycle,kelas 1 motor,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,Kelas 1 Motor,1,Default Line,opposite,497.65,9953,0.8768,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
327,3304,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,498.6,9972,0.4672,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
328,800190,motorcycle,motorcycle,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,motorcycle,1,Default Line,normal,499.05,9981,0.3845,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
329,3311,car,kelas 3 angkot,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 3 Angkot,1,Default Line,opposite,500.6,10012,0.8912,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
330,3370,motorcycle,kelas 1 motor,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,Kelas 1 Motor,1,Default Line,opposite,505.55,10111,0.4758,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
331,3363,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,505.7,10114,0.8715,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
332,3355,bus,kelas 5 bus,large_bus,large bus,5b,Large bus,Kelas 5 Bus,1,Default Line,opposite,505.75,10115,0.708,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
333,3375,motorcycle,kelas 1 motor,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,Kelas 1 Motor,1,Default Line,opposite,506.2,10124,0.7874,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
334,800194,motorcycle,motorcycle,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,motorcycle,1,Default Line,normal,506.25,10125,0.1593,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
335,3382,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,506.55,10131,0.5707,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
336,800192,motorcycle,motorcycle,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,motorcycle,1,Default Line,opposite,506.7,10134,0.6317,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
337,800195,motorcycle,motorcycle,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,motorcycle,1,Default Line,normal,508.95,10179,0.1416,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
338,3402,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,510.7,10214,0.8692,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
339,800196,motorcycle,motorcycle,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,motorcycle,1,Default Line,normal,512.85,10257,0.1574,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
340,3417,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,513.9,10278,0.4436,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
341,3446,car,kelas 3 angkot,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 3 Angkot,1,Default Line,opposite,515.4,10308,0.8943,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
342,3481,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,524.4,10488,0.8136,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
343,3523,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,528.9,10578,0.8934,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
344,3529,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,531.45,10629,0.7712,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
345,3551,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,533.75,10675,0.7757,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
346,800205,motorcycle,motorcycle,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,motorcycle,1,Default Line,normal,535.05,10701,0.1534,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
347,3583,bus,kelas 5 bus,large_bus,large bus,5b,Large bus,Kelas 5 Bus,1,Default Line,opposite,537.6,10752,0.6479,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
348,800206,motorcycle,motorcycle,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,motorcycle,1,Default Line,opposite,539.25,10785,0.2618,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
349,3593,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,539.8,10796,0.5304,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
350,3632,car,kelas 3 angkot,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 3 Angkot,1,Default Line,opposite,543.45,10869,0.8891,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
351,3642,car,kelas 3 angkot,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 3 Angkot,1,Default Line,opposite,544.95,10899,0.565,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
352,3646,truck,kelas 4 pickup,pickup_micro_delivery,pickup / micro truck / delivery vehicle,4,Pickup / micro truck / delivery,Kelas 4 Pickup,1,Default Line,opposite,546.6,10932,0.5584,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
353,3680,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,549.5,10990,0.8001,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
354,3730,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,553.4,11068,0.9023,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
355,800208,motorcycle,motorcycle,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,motorcycle,1,Default Line,opposite,553.5,11070,0.5196,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
356,3719,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,553.7,11074,0.8485,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
357,3736,car,kelas 3 angkot,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 3 Angkot,1,Default Line,opposite,557.35,11147,0.4025,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
358,3748,truck,kelas 7 trukbesar,semi_trailer_truck,semi-trailer truck,7c,Semi-trailer truck,Kelas 7 TrukBesar,1,Default Line,normal,557.65,11153,0.512,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
359,3732,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,557.8,11156,0.4324,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
360,3803,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,565.1,11302,0.7322,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
361,3791,car,kelas 3 angkot,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 3 Angkot,1,Default Line,opposite,566.1,11322,0.7155,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
362,3817,car,kelas 3 angkot,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 3 Angkot,1,Default Line,opposite,568.5,11370,0.827,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
363,3908,bus,kelas 5 bus,small_bus,small bus,5a,Small bus,Kelas 5 Bus,1,Default Line,opposite,588.85,11777,0.6705,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
364,3841,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,590.9,11818,0.5713,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
365,3974,car,kelas 3 angkot,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 3 Angkot,1,Default Line,opposite,609.05,12181,0.9111,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
366,3955,car,kelas 3 angkot,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 3 Angkot,1,Default Line,opposite,609.9,12198,0.7656,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
367,4005,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,614.35,12287,0.8943,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
368,4038,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,617.4,12348,0.737,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
369,4066,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,624.15,12483,0.8795,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
370,4087,car,kelas 2 mobil,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 2 Mobil,1,Default Line,opposite,627.25,12545,0.807,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
371,4189,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,644.15,12883,0.8323,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
372,4236,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,normal,649.85,12997,0.7976,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
373,4275,motorcycle,kelas 1 motor,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,Kelas 1 Motor,1,Default Line,opposite,658.6,13172,0.8205,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
374,4331,car,kelas 3 angkot,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 3 Angkot,1,Default Line,opposite,670.5,13410,0.3456,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
375,4319,car,kelas 3 angkot,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 3 Angkot,1,Default Line,opposite,670.85,13417,0.8717,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
376,4343,motorcycle,kelas 1 motor,motorcycle_three_wheeler,motorcycle,1,Motorcycle / 3-wheel vehicle,Kelas 1 Motor,1,Default Line,normal,673.3,13466,0.7886,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
377,4385,bus,kelas 5 bus,small_bus,small bus,5a,Small bus,Kelas 5 Bus,1,Default Line,opposite,684.8,13696,0.882,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
378,4395,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,685.45,13709,0.7339,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
379,4496,car,kelas 3 angkot,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 3 Angkot,1,Default Line,opposite,710.55,14211,0.7401,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
380,4485,truck,kelas 4 pickup,pickup_micro_delivery,pickup / micro truck / delivery vehicle,4,Pickup / micro truck / delivery,Kelas 4 Pickup,1,Default Line,opposite,710.75,14215,0.902,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
381,4526,truck,kelas 6 trukkecil,articulated_truck,articulated truck,7b,Articulated truck,Kelas 6 TrukKecil,1,Default Line,opposite,716.6,14332,0.7502,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
382,4547,truck,kelas 6 trukkecil,truck_3_axle,3-axle truck,7a,3-axle truck,Kelas 6 TrukKecil,1,Default Line,opposite,724.2,14484,0.599,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
383,4564,car,kelas 3 angkot,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 3 Angkot,1,Default Line,opposite,732.55,14651,0.4012,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
384,4616,truck,kelas 6 trukkecil,articulated_truck,articulated truck,7b,Articulated truck,Kelas 6 TrukKecil,1,Default Line,opposite,753.9,15078,0.8871,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
385,4747,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,800.65,16013,0.4972,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
386,4776,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,805.9,16118,0.6507,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
387,4796,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,811.0,16220,0.8933,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
388,4842,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,814.75,16295,0.8873,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
389,4885,truck,kelas 7 trukbesar,truck_3_axle,3-axle truck,7a,3-axle truck,Kelas 7 TrukBesar,1,Default Line,opposite,822.05,16441,0.6125,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
390,4877,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,824.7,16494,0.8897,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
391,4886,car,kelas 2 mobil,passenger_car,"car (sedan, jeep, station wagon)",2,Sedan / jeep / station wagon,Kelas 2 Mobil,1,Default Line,opposite,825.5,16510,0.5849,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
392,4902,car,kelas 2 mobil,medium_passenger,medium passenger transport,3,Medium passenger vehicle,Kelas 2 Mobil,1,Default Line,opposite,829.05,16581,0.814,23252da4-375e-4c9b-9163-0e95745cbe95,d23f44a5-98f8-4a59-8550-b323f4ea8a30,Default Site,e8ec5f2d-dc59-4883-98b4-4314580538bc,povback3.mp4,2026-06-18T13:29:00+07:00
